Original_Index,Head,Tail,True_Relation,Model_Raw_Output,Parsed_Prediction
375,/m/02_286,/m/0lkm,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,**Predicted Relation:** /travel/travel_destination_monthly_climate/month,/travel/travel_destination_monthly_climate/month
376,/m/03yvf2,/m/02k54,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
377,/m/0cj8x,/m/04v89z,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
378,/m/03548,/m/01d9r3,/location/country/form_of_government,**Predicted Relation:** /location/country/form_of_government,/location/country/form_of_government
379,/m/0b_6qj,/m/02pqcfz,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,**Predicted Relation:** /base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team
380,/m/04rwx,/m/01540,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
381,/m/01m7f5r,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
382,/m/02hnl,/m/04qmr,/music/performance_role/regular_performances./music/group_membership/group,**Predicted Relation:** /music/performance_role/regular_performances./music/group_membership/group,/music/performance_role/regular_performances./music/group_membership/group
383,/m/0nk3g,/m/019f9z,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
384,/m/0m7d0,/m/02hcv8,/location/location/time_zones,**Predicted Relation:** /location/location/time_zones,/location/location/time_zones
385,/m/02t901,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/location_of_ceremony,/people/person/spouse_s./people/marriage/location_of_ceremony
386,/m/09sdmz,/m/011yn5,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
387,/m/0dj75,/m/0g5gq,/food/food/nutrients./food/nutrition_fact/nutrient,**Predicted Relation:** /food/food/nutrients./food/nutrition_fact/nutrient,/food/food/nutrients./food/nutrition_fact/nutrient
388,/m/02ld6x,/m/03hl6lc,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
389,/m/011k1h,/m/0cfgd,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
390,/m/0165b,/m/06sks6,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,**Predicted Relation:** /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics
391,/m/099t8j,/m/0fh694,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award_winner,/award/award_winning_work/awards_won./award/award_honor/award_winner
392,/m/037n97,/m/06j6l,/music/genre/parent_genre,**Predicted Relation:** /music/genre/artists,/music/genre/artists
393,/m/0gs9p,/m/0bcndz,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
394,/m/03902,/m/05cw8,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,**Predicted Relation:** /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
395,/m/03rwng,/m/02zsn,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
396,/m/02q636,/m/03z19,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,**Predicted Relation:** /organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency
397,/m/0c4hx0,/m/0cq7kw,/award/award_ceremony/awards_presented./award/award_honor/honored_for,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
398,/m/03bnb,/m/01pd60,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,**Predicted Relation:** /award/ranked_item/appears_in_ranked_lists./award/ranking/list,/award/ranked_item/appears_in_ranked_lists./award/ranking/list
399,/m/01pq4w,/m/04gb7,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/major_field_of_study,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study
400,/m/0b3wk,/m/024tcq,/government/governmental_body/members./government/government_position_held/legislative_sessions,**Predicted Relation:** /government/governmental_body/members./government/government_position_held/legislative_sessions,/government/governmental_body/members./government/government_position_held/legislative_sessions
401,/m/02ctzb,/m/083q7,/people/ethnicity/people,**Predicted Relation:** /people/ethnicity/people,/people/ethnicity/people
402,/m/078mgh,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
403,/m/01wdtv,/m/03f0fnk,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
404,/m/03rz2b,/m/03q4nz,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
405,/m/063fh9,/m/09zzb8,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
406,/m/02hnl,/m/046p9,/music/performance_role/regular_performances./music/group_membership/group,**Predicted Relation:** /music/performance_role/regular_performances./music/group_membership/group,/music/performance_role/regular_performances./music/group_membership/group
407,/m/09qvc0,/m/03ln8b,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
408,/m/02g3v6,/m/027fwmt,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
409,/m/06yxd,/m/01lp8,/location/statistical_region/religions./location/religion_percentage/religion,**Predicted Relation:** /location/location/contains,/location/location/contains
410,/m/0gywn,/m/01qgry,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
411,/m/03hkv_r,/m/0fpv_3_,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
412,/m/01ljpm,/m/02j62,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
413,/m/0c3kw,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
414,/m/0dq3c,/m/0jdd,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,**Predicted Relation:** /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
415,/m/0770cd,/m/025m8l,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
416,/m/07y9ts,/m/01j7mr,/award/award_ceremony/awards_presented./award/award_honor/honored_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
417,/m/06cmp,/m/06c62,/location/country/capital,**Predicted Relation:** /location/country/capital,/location/country/capital
418,/m/0h1cdwq,/m/04rlf,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
419,/m/067ghz,/m/05v8c,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
420,/m/0c3ybss,/m/0jgd,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
421,/m/01pllx,/m/07h9gp,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
422,/m/03dpqd,/m/05fcbk7,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
423,/m/01cgz,/m/027nb,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics
424,/m/07tgn,/m/0l5mz,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
425,/m/0bymv,/m/0vmt,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /government/legislative_session/members./government/government_position_held/district_represented,/government/legislative_session/members./government/government_position_held/district_represented
426,/m/0c0nhgv,/m/01p1v,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
427,/m/0770cd,/m/05148p4,/music/artist/track_contributions./music/track_contribution/role,**Predicted Relation:** /music/artist/track_contributions./music/track_contribution/role,/music/artist/track_contributions./music/track_contribution/role
428,/m/01tzm9,/m/059rby,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/places_lived./people/place_lived/location,/people/person/places_lived./people/place_lived/location
429,/m/0n85g,/m/01vv7sc,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
430,/m/0bkj86,/m/02kzfw,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
431,/m/062z7,/m/012gx2,/education/field_of_study/students_majoring./education/education/student,**Predicted Relation:** /people/person/profession,/people/person/profession
432,/m/06sff,/m/02bjrlw,/location/country/official_language,**Predicted Relation:** /location/country/official_language,/location/country/official_language
433,/m/015882,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/places_lived./people/place_lived/location,/people/person/places_lived./people/place_lived/location
434,/m/024tcq,/m/0vmt,/government/legislative_session/members./government/government_position_held/district_represented,**Predicted Relation:** /government/legislative_session/members./government/government_position_held/district_represented,/government/legislative_session/members./government/government_position_held/district_represented
435,/m/02qyntr,/m/05znxx,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
436,/m/01xqw,/m/03bx0bm,/music/performance_role/regular_performances./music/group_membership/role,**Predicted Relation:** /music/instrument/instrumentalists,/music/instrument/instrumentalists
437,/m/03q91d,/m/0prrm,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
438,/m/03n69x,/m/013yq,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /sports/pro_athlete/teams./sports/sports_team_roster/team,/sports/pro_athlete/teams./sports/sports_team_roster/team
439,/m/0h0yt,/m/04mqgr,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
440,/m/0fy6bh,/m/0gqrb,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
441,/m/02zmh5,/m/0412f5y,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /music/genre/artists,/music/genre/artists
442,/m/02q_4ph,/m/09nqf,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,**Predicted Relation:** /film/film/estimated_budget./measurement_unit/dated_money_value/currency,/film/film/estimated_budget./measurement_unit/dated_money_value/currency
443,/m/0cqhk0,/m/058m5m4,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
444,/m/0b25vg,/m/05ztrmj,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
445,/m/04hpck,/m/01tlmw,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
446,/m/06srk,/m/0b6css,/organization/organization_member/member_of./organization/organization_membership/organization,**Predicted Relation:** /location/location/adjoin_s./location/adjoining_relationship/adjoins,/location/location/adjoin_s./location/adjoining_relationship/adjoins
447,/m/05qbckf,/m/03_3d,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
448,/m/01gsvb,/m/07_f2,/government/legislative_session/members./government/government_position_held/district_represented,**Predicted Relation:** /government/legislative_session/members./government/government_position_held/district_represented,/government/legislative_session/members./government/government_position_held/district_represented
449,/m/0191h5,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
450,/m/01kb2j,/m/099t8j,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
451,/m/035qgm,/m/0j46b,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,**Predicted Relation:** /sports/sports_team/sport,/sports/sports_team/sport
452,/m/02gf_l,/m/0k54q,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
453,/m/033tf_,/m/09c7w0,/people/ethnicity/geographic_distribution,**Predicted Relation:** /people/ethnicity/geographic_distribution,/people/ethnicity/geographic_distribution
454,/m/065y4w7,/m/0_jm,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
455,/m/028pzq,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/location_of_ceremony,/people/person/spouse_s./people/marriage/location_of_ceremony
456,/m/034b6k,/m/05prs8,/film/film/executive_produced_by,**Predicted Relation:** /film/film/produced_by,/film/film/produced_by
457,/m/01v3bn,/m/02h40lc,/people/person/languages,**Predicted Relation:** /film/film/language,/film/film/language
458,/m/04hhv,/m/02vk52z,/organization/organization_member/member_of./organization/organization_membership/organization,**Predicted Relation:** /organization/organization_member/member_of./organization/organization_membership/organization,/organization/organization_member/member_of./organization/organization_membership/organization
459,/m/01rzqj,/m/03_1pg,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
460,/m/022769,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
461,/m/01g23m,/m/02qgqt,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
462,/m/022_lg,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
463,/m/02js9p,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
464,/m/01nvmd_,/m/0cqhb3,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
465,/m/03q0r1,/m/0880p,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
466,/m/0gztl,/m/07b_l,/organization/organization/headquarters./location/mailing_address/state_province_region,**Predicted Relation:** /organization/organization/headquarters./location/mailing_address/state_province_region,/organization/organization/headquarters./location/mailing_address/state_province_region
467,/m/0k89p,/m/095nx,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,**Predicted Relation:** /award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee
468,/m/0n85g,/m/01vrkdt,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
469,/m/04bs3j,/m/02zsn,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
470,/m/02gjrc,/m/07ssc,/tv/tv_program/country_of_origin,**Predicted Relation:** /tv/tv_program/country_of_origin,/tv/tv_program/country_of_origin
471,/m/0f502,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/spouse,/people/person/spouse_s./people/marriage/spouse
472,/m/0gbwp,/m/01ckbq,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
473,/m/0jz9f,/m/02pw_n,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,**Predicted Relation:** /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
474,/m/0lmm3,/m/06fvc,/sports/sports_team/colors,**Predicted Relation:** /sports/sports_team/colors,/sports/sports_team/colors
475,/m/017ht,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
476,/m/01gbcf,/m/08jyyk,/music/genre/parent_genre,**Predicted Relation:** /music/genre/parent_genre,/music/genre/parent_genre
477,/m/01vrx3g,/m/02_286,/people/deceased_person/place_of_death,**Predicted Relation:** /people/person/places_lived./people/place_lived/location,/people/person/places_lived./people/place_lived/location
478,/m/09gkx35,/m/0735l,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,**Predicted Relation:** /film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium
479,/m/07nnp_,/m/09blyk,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
480,/m/09d11,/m/0217g,/medicine/disease/risk_factors,**Predicted Relation:** /medicine/disease/risk_factors,/medicine/disease/risk_factors
481,/m/033jj1,/m/03tbg6,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
482,/m/02g87m,/m/06mmb,/award/award_winner/awards_won./award/award_honor/award_winner,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
483,/m/01chc7,/m/01ycbq,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /people/person/spouse_s./people/marriage/spouse,/people/person/spouse_s./people/marriage/spouse
484,/m/0k525,/m/05q96q6,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
485,/m/016h4r,/m/0r5y9,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
486,/m/014pg1,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /music/artist/official_website,/music/artist/official_website
487,/m/02rlj20,/m/0ckd1,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,**Predicted Relation:** /film/film/executive_produced_by,/film/film/executive_produced_by
488,/m/03txms,/m/070m6c,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,**Predicted Relation:** /government/politician/government_positions_held./government/government_position_held/legislative_sessions,/government/politician/government_positions_held./government/government_position_held/legislative_sessions
489,/m/01cl2y,/m/01fl3,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
490,/m/0170qf,/m/0f4x7,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
491,/m/04qr6d,/m/0b6k___,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
492,/m/09sdmz,/m/09g90vz,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
493,/m/07s2s,/m/0661m4p,/film/film_subject/films,**Predicted Relation:** /film/film_subject/films,/film/film_subject/films
494,/m/02r22gf,/m/09tkzy,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
495,/m/03jsvl,/m/01c8v0,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
496,/m/07qg8v,/m/0d0vqn,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
497,/m/027kmrb,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /film/film/country,/film/film/country
498,/m/04fzfj,/m/01drsx,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
499,/m/02hblj,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
500,/m/05fjf,/m/0xrz2,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
501,/m/0bh8tgs,/m/05sb1,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
502,/m/019m9h,/m/04mkbj,/sports/sports_team/colors,**Predicted Relation:** /sports/sports_team/colors,/sports/sports_team/colors
503,/m/0k2m6,/m/06l3bl,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
504,/m/01bcq,/m/03tps5,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
505,/m/099c8n,/m/0dr_4,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award_winner,/award/award_winning_work/awards_won./award/award_honor/award_winner
506,/m/015qq1,/m/018mmw,/people/deceased_person/place_of_burial,**Predicted Relation:** /people/deceased_person/place_of_burial,/people/deceased_person/place_of_burial
507,/m/01gn36,/m/018gz8,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
508,/m/0jqn5,/m/03k9fj,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
509,/m/0cw67g,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
510,/m/02vp1f_,/m/04xvh5,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
511,/m/072x7s,/m/04v3q,/film/film/featured_film_locations,**Predicted Relation:** /film/film/featured_film_locations,/film/film/featured_film_locations
512,/m/02bbyw,/m/05qjt,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
513,/m/04wddl,/m/064_8sq,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
514,/m/022_q8,/m/02x1dht,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
515,/m/03x400,/m/09sb52,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
516,/m/07pd_j,/m/05r4w,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
517,/m/0pd64,/m/03_3d,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
518,/m/017jd9,/m/077qn,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
519,/m/04svwx,/m/07s9rl0,/film/film/genre,**Predicted Relation:** /tv/tv_program/genre,/tv/tv_program/genre
520,/m/028tv0,/m/0150jk,/music/performance_role/regular_performances./music/group_membership/group,**Predicted Relation:** /music/performance_role/regular_performances./music/group_membership/role,/music/performance_role/regular_performances./music/group_membership/role
521,/m/050f0s,/m/07ssc,/film/film/distributors./film/film_film_distributor_relationship/region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
522,/m/059kh,/m/01dq9q,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
523,/m/064r9cb,/m/01s7ns,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
524,/m/036hv,/m/01mr2g6,/education/field_of_study/students_majoring./education/education/student,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/student,/education/educational_degree/people_with_this_degree./education/education/student
525,/m/0br1xn,/m/02pqcfz,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,**Predicted Relation:** /base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team
526,/m/0mm1q,/m/02jknp,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
527,/m/030s5g,/m/0k049,/people/deceased_person/place_of_death,**Predicted Relation:** /people/person/spouse_s./people/marriage/location_of_ceremony,/people/person/spouse_s./people/marriage/location_of_ceremony
528,/m/0pgjm,/m/02_286,/people/person/place_of_birth,**Predicted Relation:** /film/film/featured_film_locations,/film/film/featured_film_locations
529,/m/0g2c8,/m/0ddkf,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,**Predicted Relation:** /award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee
530,/m/026l37,/m/0dxtg,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
531,/m/02mjs7,/m/07wrz,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/institution,/education/educational_degree/people_with_this_degree./education/education/institution
532,/m/01hc9_,/m/042v2,/influence/influence_node/influenced_by,**Predicted Relation:** /people/person/profession,/people/person/profession
533,/m/01_d4,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /location/location/contains,/location/location/contains
534,/m/025m98,/m/01mh_q,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/category_of,/award/award_category/category_of
